"from","to","m","km","miles","seconds","minutes","hours","mode"
"Kuala Lumpur - Pandan Indah,Dahlia Apt","Bukit Bintang, Kuala Lumpur",5534,5.534,3.4388276,620,10.3333333333333,0.172222222222222,"driving"
"Kuala Lumpur - Sentul,Pangsapuri Villa Angkasa","Kuala Lumpur, TRX",11069,11.069,6.8782766,1223,20.3833333333333,0.339722222222222,"driving"
"Kuala Lumpur - Sentul,Pangsapuri Villa Angkasa","Kuala Lumpur City Centre",11270,11.27,7.003178,1158,19.3,0.321666666666667,"driving"
"Kuala Lumpur - Sentul,Pangsapuri Villa Angkasa","Bukit Bintang, Kuala Lumpur",10888,10.888,6.7658032,1246,20.7666666666667,0.346111111111111,"driving"
"Kuala Lumpur - Bandar Menjalara,Plaza Medan Putra Beverly Tower","Kuala Lumpur, TRX",20009,20.009,12.4335926,1669,27.8166666666667,0.463611111111111,"driving"
"Kuala Lumpur - Bandar Menjalara,Plaza Medan Putra Beverly Tower","Kuala Lumpur City Centre",17508,17.508,10.8794712,1457,24.2833333333333,0.404722222222222,"driving"
"Kuala Lumpur - Bandar Menjalara,Plaza Medan Putra Beverly Tower","Bukit Bintang, Kuala Lumpur",19255,19.255,11.965057,1559,25.9833333333333,0.433055555555556,"driving"
"Kuala Lumpur - Pantai,The Park Residences (Pantai)","Kuala Lumpur, TRX",6289,6.289,3.9079846,730,12.1666666666667,0.202777777777778,"driving"
"Kuala Lumpur - Pantai,The Park Residences (Pantai)","Kuala Lumpur City Centre",3394,3.394,2.1090316,464,7.73333333333333,0.128888888888889,"driving"
"Kuala Lumpur - Pantai,The Park Residences (Pantai)","Bukit Bintang, Kuala Lumpur",5534,5.534,3.4388276,620,10.3333333333333,0.172222222222222,"driving"
"Kuala Lumpur - Bangsar,Sri Wangsaria","Kuala Lumpur, TRX",9318,9.318,5.7902052,1099,18.3166666666667,0.305277777777778,"driving"
"Kuala Lumpur - Bangsar,Sri Wangsaria","Kuala Lumpur City Centre",6423,6.423,3.9912522,833,13.8833333333333,0.231388888888889,"driving"
"Kuala Lumpur - Bangsar,Sri Wangsaria","Bukit Bintang, Kuala Lumpur",8564,8.564,5.3216696,989,16.4833333333333,0.274722222222222,"driving"
"Kuala Lumpur - Wangsa Maju,Seksyen 4","Kuala Lumpur, TRX",11805,11.805,7.335627,1194,19.9,0.331666666666667,"driving"
"Kuala Lumpur - Wangsa Maju,Seksyen 4","Kuala Lumpur City Centre",12585,12.585,7.820319,1406,23.4333333333333,0.390555555555556,"driving"
"Kuala Lumpur - Wangsa Maju,Seksyen 4","Bukit Bintang, Kuala Lumpur",11238,11.238,6.9832932,1184,19.7333333333333,0.328888888888889,"driving"
"Kuala Lumpur - Sri Hartamas,Carlton","Kuala Lumpur, TRX",12886,12.886,8.0073604,1242,20.7,0.345,"driving"
"Kuala Lumpur - Sri Hartamas,Carlton","Kuala Lumpur City Centre",10386,10.386,6.4538604,1031,17.1833333333333,0.286388888888889,"driving"
"Kuala Lumpur - Sri Hartamas,Carlton","Bukit Bintang, Kuala Lumpur",12132,12.132,7.5388248,1133,18.8833333333333,0.314722222222222,"driving"
"Kuala Lumpur - Mont Kiara,Laman Suria (Mont Kiara)","Kuala Lumpur, TRX",13660,13.66,8.488324,1356,22.6,0.376666666666667,"driving"
"Kuala Lumpur - Mont Kiara,Laman Suria (Mont Kiara)","Kuala Lumpur City Centre",11160,11.16,6.934824,1145,19.0833333333333,0.318055555555556,"driving"
"Kuala Lumpur - Mont Kiara,Laman Suria (Mont Kiara)","Bukit Bintang, Kuala Lumpur",12906,12.906,8.0197884,1246,20.7666666666667,0.346111111111111,"driving"
"Kuala Lumpur - Sungai Besi,Taman sungai besi shop apartment","Kuala Lumpur, TRX",12354,12.354,7.6767756,953,15.8833333333333,0.264722222222222,"driving"
"Kuala Lumpur - Sungai Besi,Taman sungai besi shop apartment","Kuala Lumpur City Centre",10864,10.864,6.7508896,895,14.9166666666667,0.248611111111111,"driving"
"Kuala Lumpur - Sungai Besi,Taman sungai besi shop apartment","Bukit Bintang, Kuala Lumpur",11787,11.787,7.3244418,943,15.7166666666667,0.261944444444444,"driving"
"Kuala Lumpur - Brickfields,Mutiara Residency","Kuala Lumpur, TRX",6839,6.839,4.2497546,855,14.25,0.2375,"driving"
"Kuala Lumpur - Brickfields,Mutiara Residency","Kuala Lumpur City Centre",3197,3.197,1.9866158,644,10.7333333333333,0.178888888888889,"driving"
"Kuala Lumpur - Brickfields,Mutiara Residency","Bukit Bintang, Kuala Lumpur",6085,6.085,3.781219,745,12.4166666666667,0.206944444444444,"driving"
"Kuala Lumpur - Ampang,GCB Court","Kuala Lumpur, TRX",8472,8.472,5.2645008,1089,18.15,0.3025,"driving"
"Kuala Lumpur - Ampang,GCB Court","Kuala Lumpur City Centre",13046,13.046,8.1067844,1181,19.6833333333333,0.328055555555556,"driving"
"Kuala Lumpur - Ampang,GCB Court","Bukit Bintang, Kuala Lumpur",7905,7.905,4.912167,1079,17.9833333333333,0.299722222222222,"driving"
"Kuala Lumpur - Setapak,Platinum Lake PV 12","Kuala Lumpur, TRX",11193,11.193,6.9553302,1394,23.2333333333333,0.387222222222222,"driving"
"Kuala Lumpur - Setapak,Platinum Lake PV 12","Kuala Lumpur City Centre",10893,10.893,6.7689102,1405,23.4166666666667,0.390277777777778,"driving"
"Kuala Lumpur - Setapak,Platinum Lake PV 12","Bukit Bintang, Kuala Lumpur",11012,11.012,6.8428568,1417,23.6166666666667,0.393611111111111,"driving"
"Kuala Lumpur - Sungai Besi,PANGSAPURI SRI MALAYSIA","Kuala Lumpur, TRX",11189,11.189,6.9528446,1055,17.5833333333333,0.293055555555556,"driving"
"Kuala Lumpur - Sungai Besi,PANGSAPURI SRI MALAYSIA","Kuala Lumpur City Centre",10637,10.637,6.6098318,1024,17.0666666666667,0.284444444444444,"driving"
"Kuala Lumpur - Sungai Besi,PANGSAPURI SRI MALAYSIA","Bukit Bintang, Kuala Lumpur",10622,10.622,6.6005108,1045,17.4166666666667,0.290277777777778,"driving"
"Kuala Lumpur - Desa ParkCity,Nadia","Kuala Lumpur, TRX",20338,20.338,12.6380332,1639,27.3166666666667,0.455277777777778,"driving"
"Kuala Lumpur - Desa ParkCity,Nadia","Kuala Lumpur City Centre",17837,17.837,11.0839118,1427,23.7833333333333,0.396388888888889,"driving"
"Kuala Lumpur - Desa ParkCity,Nadia","Bukit Bintang, Kuala Lumpur",19583,19.583,12.1688762,1529,25.4833333333333,0.424722222222222,"driving"
"Kuala Lumpur - Kepong,Beverly 2 (Bandar Menjalara)","Kuala Lumpur, TRX",18916,18.916,11.7544024,1660,27.6666666666667,0.461111111111111,"driving"
"Kuala Lumpur - Kepong,Beverly 2 (Bandar Menjalara)","Kuala Lumpur City Centre",15495,15.495,9.628593,1409,23.4833333333333,0.391388888888889,"driving"
"Kuala Lumpur - Kepong,Beverly 2 (Bandar Menjalara)","Bukit Bintang, Kuala Lumpur",17241,17.241,10.7135574,1510,25.1666666666667,0.419444444444444,"driving"
"Kuala Lumpur - Serdang,Affiniti Apartment Bukit Serdang","Kuala Lumpur, TRX",18526,18.526,11.5120564,1681,28.0166666666667,0.466944444444444,"driving"
"Kuala Lumpur - Serdang,Affiniti Apartment Bukit Serdang","Kuala Lumpur City Centre",17975,17.975,11.169665,1651,27.5166666666667,0.458611111111111,"driving"
"Kuala Lumpur - Serdang,Affiniti Apartment Bukit Serdang","Bukit Bintang, Kuala Lumpur",17959,17.959,11.1597226,1672,27.8666666666667,0.464444444444444,"driving"
"Kuala Lumpur - Setapak,Kl traders square","Kuala Lumpur, TRX",10002,10.002,6.2152428,1142,19.0333333333333,0.317222222222222,"driving"
"Kuala Lumpur - Setapak,Kl traders square","Kuala Lumpur City Centre",9702,9.702,6.0288228,1154,19.2333333333333,0.320555555555556,"driving"
"Kuala Lumpur - Setapak,Kl traders square","Bukit Bintang, Kuala Lumpur",9821,9.821,6.1027694,1166,19.4333333333333,0.323888888888889,"driving"
"Kuala Lumpur - Sri Hartamas,Sunway Vivaldi","Kuala Lumpur, TRX",12727,12.727,7.9085578,1198,19.9666666666667,0.332777777777778,"driving"
"Kuala Lumpur - Sri Hartamas,Sunway Vivaldi","Kuala Lumpur City Centre",10226,10.226,6.3544364,987,16.45,0.274166666666667,"driving"
"Kuala Lumpur - Sri Hartamas,Sunway Vivaldi","Bukit Bintang, Kuala Lumpur",11972,11.972,7.4394008,1089,18.15,0.3025,"driving"
"Kuala Lumpur - Desa ParkCity,One Central Park","Kuala Lumpur, TRX",19878,19.878,12.3521892,1548,25.8,0.43,"driving"
"Kuala Lumpur - Desa ParkCity,One Central Park","Kuala Lumpur City Centre",17377,17.377,10.7980678,1336,22.2666666666667,0.371111111111111,"driving"
"Kuala Lumpur - Desa ParkCity,One Central Park","Bukit Bintang, Kuala Lumpur",19123,19.123,11.8830322,1438,23.9666666666667,0.399444444444444,"driving"
"Kuala Lumpur - Seputeh,Kristal Court","Kuala Lumpur, TRX",7326,7.326,4.5523764,875,14.5833333333333,0.243055555555556,"driving"
"Kuala Lumpur - Seputeh,Kristal Court","Kuala Lumpur City Centre",4543,4.543,2.8230202,613,10.2166666666667,0.170277777777778,"driving"
"Kuala Lumpur - Seputeh,Kristal Court","Bukit Bintang, Kuala Lumpur",6571,6.571,4.0832194,765,12.75,0.2125,"driving"
"Kuala Lumpur - Ampang,Seri Ampang Hilir","Kuala Lumpur, TRX",4108,4.108,2.5527112,649,10.8166666666667,0.180277777777778,"driving"
"Kuala Lumpur - Ampang,Seri Ampang Hilir","Kuala Lumpur City Centre",5848,5.848,3.6339472,1165,19.4166666666667,0.323611111111111,"driving"
"Kuala Lumpur - Ampang,Seri Ampang Hilir","Bukit Bintang, Kuala Lumpur",3927,3.927,2.4402378,672,11.2,0.186666666666667,"driving"
"Kuala Lumpur - Bukit Jalil,Denai Sutera","Kuala Lumpur, TRX",18986,18.986,11.7979004,1403,23.3833333333333,0.389722222222222,"driving"
"Kuala Lumpur - Bukit Jalil,Denai Sutera","Kuala Lumpur City Centre",18434,18.434,11.4548876,1372,22.8666666666667,0.381111111111111,"driving"
"Kuala Lumpur - Bukit Jalil,Denai Sutera","Bukit Bintang, Kuala Lumpur",18419,18.419,11.4455666,1393,23.2166666666667,0.386944444444444,"driving"
"Kuala Lumpur - KL City,Inspirasi Mont Kiara","Kuala Lumpur, TRX",13570,13.57,8.432398,1306,21.7666666666667,0.362777777777778,"driving"
"Kuala Lumpur - KL City,Inspirasi Mont Kiara","Kuala Lumpur City Centre",11069,11.069,6.8782766,1095,18.25,0.304166666666667,"driving"
"Kuala Lumpur - KL City,Inspirasi Mont Kiara","Bukit Bintang, Kuala Lumpur",12815,12.815,7.963241,1197,19.95,0.3325,"driving"
"Kuala Lumpur - Ampang,Pinggiran Cempaka, Ampang","Kuala Lumpur, TRX",5888,5.888,3.6588032,910,15.1666666666667,0.252777777777778,"driving"
"Kuala Lumpur - Ampang,Pinggiran Cempaka, Ampang","Kuala Lumpur City Centre",10458,10.458,6.4986012,991,16.5166666666667,0.275277777777778,"driving"
"Kuala Lumpur - Ampang,Pinggiran Cempaka, Ampang","Bukit Bintang, Kuala Lumpur",5321,5.321,3.3064694,900,15,0.25,"driving"
"Kuala Lumpur - Solaris Dutamas,Anggun Puri","Kuala Lumpur, TRX",12643,12.643,7.8563602,1364,22.7333333333333,0.378888888888889,"driving"
"Kuala Lumpur - Solaris Dutamas,Anggun Puri","Kuala Lumpur City Centre",9518,9.518,5.9144852,1191,19.85,0.330833333333333,"driving"
"Kuala Lumpur - Solaris Dutamas,Anggun Puri","Bukit Bintang, Kuala Lumpur",11453,11.453,7.1168942,1293,21.55,0.359166666666667,"driving"
"Kuala Lumpur - Sentul,PPR Batu Muda","Kuala Lumpur, TRX",12856,12.856,7.9887184,1716,28.6,0.476666666666667,"driving"
"Kuala Lumpur - Sentul,PPR Batu Muda","Kuala Lumpur City Centre",13226,13.226,8.2186364,1555,25.9166666666667,0.431944444444444,"driving"
"Kuala Lumpur - Sentul,PPR Batu Muda","Bukit Bintang, Kuala Lumpur",15161,15.161,9.4210454,1657,27.6166666666667,0.460277777777778,"driving"
"Kuala Lumpur - Sri Hartamas,Mayfair","Kuala Lumpur, TRX",12886,12.886,8.0073604,1242,20.7,0.345,"driving"
"Kuala Lumpur - Sri Hartamas,Mayfair","Kuala Lumpur City Centre",10386,10.386,6.4538604,1031,17.1833333333333,0.286388888888889,"driving"
"Kuala Lumpur - Sri Hartamas,Mayfair","Bukit Bintang, Kuala Lumpur",12132,12.132,7.5388248,1133,18.8833333333333,0.314722222222222,"driving"
"Kuala Lumpur - KLCC,Expressionz Suite KLCC","Kuala Lumpur, TRX",4764,4.764,2.9603496,699,11.65,0.194166666666667,"driving"
"Kuala Lumpur - KLCC,Expressionz Suite KLCC","Kuala Lumpur City Centre",7605,7.605,4.725747,897,14.95,0.249166666666667,"driving"
"Kuala Lumpur - KLCC,Expressionz Suite KLCC","Bukit Bintang, Kuala Lumpur",4584,4.584,2.8484976,722,12.0333333333333,0.200555555555556,"driving"
"Kuala Lumpur - Bangsar South,South View Serviced Apartments","Kuala Lumpur, TRX",11973,11.973,7.4400222,994,16.5666666666667,0.276111111111111,"driving"
"Kuala Lumpur - Bangsar South,South View Serviced Apartments","Kuala Lumpur City Centre",8554,8.554,5.3154556,956,15.9333333333333,0.265555555555556,"driving"
"Kuala Lumpur - Bangsar South,South View Serviced Apartments","Bukit Bintang, Kuala Lumpur",11406,11.406,7.0876884,985,16.4166666666667,0.273611111111111,"driving"
"Kuala Lumpur - Mont Kiara,Aston Kiara 3 Mont Kiara","Kuala Lumpur, TRX",13689,13.689,8.5063446,1417,23.6166666666667,0.393611111111111,"driving"
"Kuala Lumpur - Mont Kiara,Aston Kiara 3 Mont Kiara","Kuala Lumpur City Centre",10564,10.564,6.5644696,1245,20.75,0.345833333333333,"driving"
"Kuala Lumpur - Mont Kiara,Aston Kiara 3 Mont Kiara","Bukit Bintang, Kuala Lumpur",12499,12.499,7.7668786,1346,22.4333333333333,0.373888888888889,"driving"
"Kuala Lumpur - Mont Kiara,Inspirasi Condoinium","Kuala Lumpur, TRX",13570,13.57,8.432398,1306,21.7666666666667,0.362777777777778,"driving"
"Kuala Lumpur - Mont Kiara,Inspirasi Condoinium","Kuala Lumpur City Centre",11069,11.069,6.8782766,1095,18.25,0.304166666666667,"driving"
"Kuala Lumpur - Mont Kiara,Inspirasi Condoinium","Bukit Bintang, Kuala Lumpur",12815,12.815,7.963241,1197,19.95,0.3325,"driving"
"Kuala Lumpur - Old Klang Road,Residensi Gembira 737","Kuala Lumpur, TRX",10568,10.568,6.5669552,1035,17.25,0.2875,"driving"
"Kuala Lumpur - Old Klang Road,Residensi Gembira 737","Kuala Lumpur City Centre",8749,8.749,5.4366286,1032,17.2,0.286666666666667,"driving"
"Kuala Lumpur - Old Klang Road,Residensi Gembira 737","Bukit Bintang, Kuala Lumpur",10001,10.001,6.2146214,1025,17.0833333333333,0.284722222222222,"driving"
"Kuala Lumpur - KL City,Expressionz Suite KLCC","Kuala Lumpur, TRX",4764,4.764,2.9603496,699,11.65,0.194166666666667,"driving"
"Kuala Lumpur - KL City,Expressionz Suite KLCC","Kuala Lumpur City Centre",7605,7.605,4.725747,897,14.95,0.249166666666667,"driving"
"Kuala Lumpur - KL City,Expressionz Suite KLCC","Bukit Bintang, Kuala Lumpur",4584,4.584,2.8484976,722,12.0333333333333,0.200555555555556,"driving"
"Kuala Lumpur - Mont Kiara,Ceriaan Kiara","Kuala Lumpur, TRX",13560,13.56,8.426184,1295,21.5833333333333,0.359722222222222,"driving"
"Kuala Lumpur - Mont Kiara,Ceriaan Kiara","Kuala Lumpur City Centre",11060,11.06,6.872684,1083,18.05,0.300833333333333,"driving"
"Kuala Lumpur - Mont Kiara,Ceriaan Kiara","Bukit Bintang, Kuala Lumpur",12806,12.806,7.9576484,1185,19.75,0.329166666666667,"driving"
"Kuala Lumpur - Sungai Besi,Canopy hills","Kuala Lumpur, TRX",16427,16.427,10.2077378,1411,23.5166666666667,0.391944444444444,"driving"
"Kuala Lumpur - Sungai Besi,Canopy hills","Kuala Lumpur City Centre",15358,15.358,9.5434612,1386,23.1,0.385,"driving"
"Kuala Lumpur - Sungai Besi,Canopy hills","Bukit Bintang, Kuala Lumpur",14909,14.909,9.2644526,1437,23.95,0.399166666666667,"driving"
"Kuala Lumpur - Jalan Kuching,Platinum Splendor Residensi Semarak","Kuala Lumpur, TRX",12095,12.095,7.515833,1010,16.8333333333333,0.280555555555556,"driving"
"Kuala Lumpur - Jalan Kuching,Platinum Splendor Residensi Semarak","Kuala Lumpur City Centre",8970,8.97,5.573958,837,13.95,0.2325,"driving"
"Kuala Lumpur - Jalan Kuching,Platinum Splendor Residensi Semarak","Bukit Bintang, Kuala Lumpur",10905,10.905,6.776367,939,15.65,0.260833333333333,"driving"
"Kuala Lumpur - Taman Melawati,Platinum Splendor Residensi Semarak","Kuala Lumpur, TRX",6086,6.086,3.7818404,764,12.7333333333333,0.212222222222222,"driving"
"Kuala Lumpur - Taman Melawati,Platinum Splendor Residensi Semarak","Kuala Lumpur City Centre",9449,9.449,5.8716086,1080,18,0.3,"driving"
"Kuala Lumpur - Taman Melawati,Platinum Splendor Residensi Semarak","Bukit Bintang, Kuala Lumpur",5905,5.905,3.669367,788,13.1333333333333,0.218888888888889,"driving"
"Kuala Lumpur - Desa Pandan,Block B14-1-2 Desa Pandan","Kuala Lumpur, TRX",5179,5.179,3.2182306,655,10.9166666666667,0.181944444444444,"driving"
"Kuala Lumpur - Desa Pandan,Block B14-1-2 Desa Pandan","Kuala Lumpur City Centre",7791,7.791,4.8413274,1080,18,0.3,"driving"
"Kuala Lumpur - Desa Pandan,Block B14-1-2 Desa Pandan","Bukit Bintang, Kuala Lumpur",4612,4.612,2.8658968,646,10.7666666666667,0.179444444444444,"driving"
"Kuala Lumpur - KL City,St Mary Residences","Kuala Lumpur, TRX",2301,2.301,1.4298414,506,8.43333333333333,0.140555555555556,"driving"
"Kuala Lumpur - KL City,St Mary Residences","Kuala Lumpur City Centre",2128,2.128,1.3223392,537,8.95,0.149166666666667,"driving"
"Kuala Lumpur - KL City,St Mary Residences","Bukit Bintang, Kuala Lumpur",1888,1.888,1.1732032,488,8.13333333333333,0.135555555555556,"driving"
"Kuala Lumpur - Bukit Jalil,Canopy hills","Kuala Lumpur, TRX",14093,14.093,8.7573902,1009,16.8166666666667,0.280277777777778,"driving"
"Kuala Lumpur - Bukit Jalil,Canopy hills","Kuala Lumpur City Centre",13538,13.538,8.4125132,986,16.4333333333333,0.273888888888889,"driving"
"Kuala Lumpur - Bukit Jalil,Canopy hills","Bukit Bintang, Kuala Lumpur",13526,13.526,8.4050564,1000,16.6666666666667,0.277777777777778,"driving"
"Kuala Lumpur - Ampang,Platinum Splendor Residensi Semarak","Kuala Lumpur, TRX",6086,6.086,3.7818404,764,12.7333333333333,0.212222222222222,"driving"
"Kuala Lumpur - Ampang,Platinum Splendor Residensi Semarak","Kuala Lumpur City Centre",9449,9.449,5.8716086,1080,18,0.3,"driving"
"Kuala Lumpur - Ampang,Platinum Splendor Residensi Semarak","Bukit Bintang, Kuala Lumpur",5905,5.905,3.669367,788,13.1333333333333,0.218888888888889,"driving"
"Kuala Lumpur - Jinjang,Platinum Splendor Residensi Semarak","Kuala Lumpur, TRX",15207,15.207,9.4496298,1397,23.2833333333333,0.388055555555556,"driving"
"Kuala Lumpur - Jinjang,Platinum Splendor Residensi Semarak","Kuala Lumpur City Centre",12082,12.082,7.5077548,1225,20.4166666666667,0.340277777777778,"driving"
"Kuala Lumpur - Jinjang,Platinum Splendor Residensi Semarak","Bukit Bintang, Kuala Lumpur",14017,14.017,8.7101638,1326,22.1,0.368333333333333,"driving"
"Kuala Lumpur - Old Klang Road,Meadow Park 2","Kuala Lumpur, TRX",11020,11.02,6.847828,1069,17.8166666666667,0.296944444444444,"driving"
"Kuala Lumpur - Old Klang Road,Meadow Park 2","Kuala Lumpur City Centre",8950,8.95,5.56153,1040,17.3333333333333,0.288888888888889,"driving"
"Kuala Lumpur - Old Klang Road,Meadow Park 2","Bukit Bintang, Kuala Lumpur",10453,10.453,6.4954942,1060,17.6666666666667,0.294444444444444,"driving"
"Kuala Lumpur - Sri Petaling,Taman Sri Endah","Kuala Lumpur, TRX",13123,13.123,8.1546322,968,16.1333333333333,0.268888888888889,"driving"
"Kuala Lumpur - Sri Petaling,Taman Sri Endah","Kuala Lumpur City Centre",12571,12.571,7.8116194,938,15.6333333333333,0.260555555555556,"driving"
"Kuala Lumpur - Sri Petaling,Taman Sri Endah","Bukit Bintang, Kuala Lumpur",12556,12.556,7.8022984,959,15.9833333333333,0.266388888888889,"driving"
"Kuala Lumpur - Segambut,Riana Dutamas","Kuala Lumpur, TRX",12417,12.417,7.7159238,1056,17.6,0.293333333333333,"driving"
"Kuala Lumpur - Segambut,Riana Dutamas","Kuala Lumpur City Centre",9916,9.916,6.1618024,845,14.0833333333333,0.234722222222222,"driving"
"Kuala Lumpur - Segambut,Riana Dutamas","Bukit Bintang, Kuala Lumpur",11663,11.663,7.2473882,947,15.7833333333333,0.263055555555556,"driving"
"Kuala Lumpur - KLCC,Eaton Residences","Kuala Lumpur, TRX",2024,2.024,1.2577136,425,7.08333333333333,0.118055555555556,"driving"
"Kuala Lumpur - KLCC,Eaton Residences","Kuala Lumpur City Centre",3998,3.998,2.4843572,938,15.6333333333333,0.260555555555556,"driving"
"Kuala Lumpur - KLCC,Eaton Residences","Bukit Bintang, Kuala Lumpur",1941,1.941,1.2061374,465,7.75,0.129166666666667,"driving"
"Kuala Lumpur - Gombak,Ayuman Suite, High Floor, 2 Carpark, UIA","Kuala Lumpur, TRX",6289,6.289,3.9079846,730,12.1666666666667,0.202777777777778,"driving"
"Kuala Lumpur - Gombak,Ayuman Suite, High Floor, 2 Carpark, UIA","Kuala Lumpur City Centre",3394,3.394,2.1090316,464,7.73333333333333,0.128888888888889,"driving"
"Kuala Lumpur - Gombak,Ayuman Suite, High Floor, 2 Carpark, UIA","Bukit Bintang, Kuala Lumpur",5534,5.534,3.4388276,620,10.3333333333333,0.172222222222222,"driving"
"Kuala Lumpur - Old Klang Road,Pangsapuri Suci","Kuala Lumpur, TRX",14046,14.046,8.7281844,1273,21.2166666666667,0.353611111111111,"driving"
"Kuala Lumpur - Old Klang Road,Pangsapuri Suci","Kuala Lumpur City Centre",9999,9.999,6.2133786,1141,19.0166666666667,0.316944444444444,"driving"
"Kuala Lumpur - Old Klang Road,Pangsapuri Suci","Bukit Bintang, Kuala Lumpur",13479,13.479,8.3758506,1263,21.05,0.350833333333333,"driving"
"Kuala Lumpur - Keramat,202 Desa Cahaya","Kuala Lumpur, TRX",5786,5.786,3.5954204,815,13.5833333333333,0.226388888888889,"driving"
"Kuala Lumpur - Keramat,202 Desa Cahaya","Kuala Lumpur City Centre",9149,9.149,5.6851886,1130,18.8333333333333,0.313888888888889,"driving"
"Kuala Lumpur - Keramat,202 Desa Cahaya","Bukit Bintang, Kuala Lumpur",5605,5.605,3.482947,838,13.9666666666667,0.232777777777778,"driving"
"Kuala Lumpur - Kepong,Casa Prima (Kepong)","Kuala Lumpur, TRX",16824,16.824,10.4544336,1742,29.0333333333333,0.483888888888889,"driving"
"Kuala Lumpur - Kepong,Casa Prima (Kepong)","Kuala Lumpur City Centre",13699,13.699,8.5125586,1569,26.15,0.435833333333333,"driving"
